arm,bar,rsi_kind,style,params,n_periods,start,end,years,cagr_pct,maxdd_pct,exc_spy,t_spy,exc_ew9,t_ew9,ann_turnover,pct_in_mkt,n_rebal,exc_spy_h1,exc_spy_h2,N,H,E,X
price,1W,wilder,乙,"E=15,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,8.0873,-59.44,-0.4738,-0.137,-1.2732,-0.48,10.94,78.83,666.0,0.2943,-1.3199,,4.0,15.0,55.0
mult,1W,wilder,乙,"E=15,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,6.4121,-64.539,-2.149,-0.809,-2.9484,-1.255,11.32,91.12,730.0,-0.2659,-4.2011,,4.0,15.0,60.0
price,1W,wilder,乙,"E=15,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,8.4176,-54.407,-0.1435,-0.018,-0.9429,-0.356,10.66,78.9,660.0,0.6238,-0.9895,,4.0,15.0,60.0
mult,1W,wilder,乙,"E=15,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,6.3669,-61.635,-2.1942,-0.854,-2.9936,-1.309,10.9,91.34,713.0,0.3125,-4.9115,,4.0,15.0,65.0
price,1W,wilder,乙,"E=15,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,8.1471,-54.463,-0.414,-0.133,-1.2134,-0.483,10.48,79.72,645.0,0.6081,-1.5378,,4.0,15.0,65.0
mult,1W,wilder,乙,"E=15,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,6.1677,-63.395,-2.3934,-0.998,-3.1928,-1.484,10.34,91.93,684.0,-0.1162,-4.8666,,4.0,15.0,70.0
price,1W,wilder,乙,"E=15,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,9.0218,-51.818,0.4607,0.24,-0.3387,-0.082,10.16,80.98,627.0,1.4108,-0.5863,,4.0,15.0,70.0
mult,1W,wilder,乙,"E=15,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,7.1437,-63.091,-1.4174,-0.567,-2.2168,-1.002,9.82,92.97,665.0,0.9201,-3.9557,,4.0,15.0,75.0
price,1W,wilder,乙,"E=15,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,7.7295,-67.044,-0.8316,-0.271,-1.631,-0.635,9.91,83.42,625.0,-1.6612,0.1009,,4.0,15.0,75.0
mult,1W,wilder,乙,"E=15,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,8.9098,-60.213,0.3487,0.313,-0.4507,-0.097,9.13,95.11,653.0,2.2514,-1.7276,,4.0,15.0,80.0
price,1W,wilder,乙,"E=15,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,8.4116,-61.283,-0.1495,-0.001,-0.9489,-0.371,9.33,85.71,619.0,0.3508,-0.7024,,4.0,15.0,80.0
mult,1W,wilder,乙,"E=15,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,11.1383,-51.796,2.5772,1.729,1.7778,1.454,7.92,96.82,620.0,3.5031,1.5526,,4.0,15.0,85.0
price,1W,wilder,乙,"E=15,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,9.8008,-57.122,1.2397,0.695,0.4403,0.376,8.72,88.82,610.0,1.5971,0.8408,,4.0,15.0,85.0
mult,1W,wilder,乙,"E=15,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,10.4134,-49.759,1.8523,1.391,1.0529,1.043,6.23,99.26,547.0,4.4565,-0.9713,,4.0,15.0,90.0
price,1W,wilder,乙,"E=15,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,9.7203,-60.611,1.1592,0.731,0.3598,0.377,7.32,95.04,550.0,1.4003,0.8889,,4.0,15.0,90.0
mult,1W,wilder,乙,"E=15,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,9.6967,-52.357,1.1356,0.984,0.3362,0.496,3.97,100.0,427.0,3.2698,-1.1889,,4.0,15.0,95.0
price,1W,wilder,乙,"E=15,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,9.5091,-56.03,0.948,0.653,0.1487,0.205,4.78,99.11,424.0,0.7016,1.2196,,4.0,15.0,95.0
mult,1W,wilder,乙,"E=20,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,6.6263,-56.029,-1.9348,-0.999,-2.7342,-1.561,12.55,90.53,819.0,-0.7224,-3.2629,,4.0,20.0,50.0
price,1W,wilder,乙,"E=20,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,6.8464,-58.896,-1.7147,-0.677,-2.5141,-1.142,12.29,84.46,757.0,-0.8104,-2.7073,,4.0,20.0,50.0
mult,1W,wilder,乙,"E=20,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,6.1115,-55.233,-2.4496,-1.276,-3.249,-1.866,12.15,90.9,809.0,-1.0934,-3.9329,,4.0,20.0,55.0
price,1W,wilder,乙,"E=20,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,7.176,-58.295,-1.3851,-0.534,-2.1845,-0.983,12.2,84.46,752.0,0.0863,-2.9948,,4.0,20.0,55.0
mult,1W,wilder,乙,"E=20,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,5.9052,-67.854,-2.6559,-1.197,-3.4553,-1.744,11.75,92.97,795.0,-1.698,-3.7051,,4.0,20.0,60.0
price,1W,wilder,乙,"E=20,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,8.156,-50.427,-0.4051,-0.098,-1.2045,-0.5,11.96,85.12,738.0,1.4878,-2.4699,,4.0,20.0,60.0
mult,1W,wilder,乙,"E=20,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,6.2123,-67.214,-2.3488,-1.053,-3.1482,-1.592,11.42,93.86,788.0,-1.2943,-3.504,,4.0,20.0,65.0
price,1W,wilder,乙,"E=20,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,8.0891,-51.83,-0.472,-0.134,-1.2714,-0.547,11.6,85.49,727.0,2.0128,-3.1675,,4.0,20.0,65.0
mult,1W,wilder,乙,"E=20,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,5.7552,-68.892,-2.8059,-1.299,-3.6053,-1.857,10.76,94.3,750.0,-2.2205,-3.4459,,4.0,20.0,70.0
price,1W,wilder,乙,"E=20,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,7.9754,-54.602,-0.5857,-0.191,-1.3851,-0.615,11.01,86.08,706.0,1.6271,-2.9922,,4.0,20.0,70.0
mult,1W,wilder,乙,"E=20,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,6.3011,-68.335,-2.26,-1.039,-3.0594,-1.548,10.32,95.48,732.0,-1.4536,-3.1443,,4.0,20.0,75.0
price,1W,wilder,乙,"E=20,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,6.6959,-66.186,-1.8652,-0.781,-2.6646,-1.252,10.65,87.64,694.0,-2.2373,-1.4438,,4.0,20.0,75.0
mult,1W,wilder,乙,"E=20,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,8.3411,-64.574,-0.22,-0.013,-1.0194,-0.473,9.55,97.04,716.0,0.3746,-0.8764,,4.0,20.0,80.0
price,1W,wilder,乙,"E=20,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,6.9508,-59.978,-1.6103,-0.728,-2.4097,-1.243,9.92,89.49,672.0,-0.6375,-2.678,,4.0,20.0,80.0
mult,1W,wilder,乙,"E=20,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,10.4535,-56.189,1.8924,1.315,1.093,0.986,8.15,97.63,676.0,2.1891,1.5587,,4.0,20.0,85.0
price,1W,wilder,乙,"E=20,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,8.2075,-55.744,-0.3536,-0.104,-1.153,-0.562,9.03,91.27,655.0,-0.2542,-0.463,,4.0,20.0,85.0
mult,1W,wilder,乙,"E=20,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,9.6212,-54.395,1.0601,0.816,0.2607,0.36,6.34,99.78,590.0,3.0357,-1.0951,,4.0,20.0,90.0
price,1W,wilder,乙,"E=20,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,8.0224,-60.428,-0.5387,-0.239,-1.3381,-0.811,7.58,96.89,593.0,-0.3638,-0.7313,,4.0,20.0,90.0
mult,1W,wilder,乙,"E=20,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,9.6781,-52.844,1.117,0.973,0.3176,0.511,4.02,100.0,454.0,3.3516,-1.3144,,4.0,20.0,95.0
price,1W,wilder,乙,"E=20,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,8.9262,-57.181,0.3651,0.262,-0.4342,-0.381,4.85,99.56,449.0,0.6289,0.0719,,4.0,20.0,95.0
mult,1W,wilder,乙,"E=25,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,6.417,-57.168,-2.1441,-1.16,-2.9435,-1.806,12.96,92.89,865.0,-0.361,-4.0888,,4.0,25.0,50.0
price,1W,wilder,乙,"E=25,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,8.4313,-44.31,-0.1298,0.01,-0.9292,-0.386,13.16,89.27,824.0,3.1116,-3.6216,,4.0,25.0,50.0
mult,1W,wilder,乙,"E=25,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,6.1268,-56.996,-2.4343,-1.327,-3.2337,-2.002,12.54,93.12,850.0,-0.505,-4.5357,,4.0,25.0,55.0
price,1W,wilder,乙,"E=25,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,8.4445,-45.295,-0.1166,0.015,-0.916,-0.381,13.07,89.34,818.0,3.0806,-3.5622,,4.0,25.0,55.0
mult,1W,wilder,乙,"E=25,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,6.5388,-64.023,-2.0223,-1.009,-2.8216,-1.63,12.19,94.67,846.0,-0.3227,-3.8773,,4.0,25.0,60.0
price,1W,wilder,乙,"E=25,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,7.8996,-49.059,-0.6614,-0.229,-1.4608,-0.671,12.79,89.86,800.0,2.1998,-3.7544,,4.0,25.0,60.0
mult,1W,wilder,乙,"E=25,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,6.8955,-63.312,-1.6656,-0.822,-2.465,-1.432,11.76,94.82,839.0,0.2978,-3.8044,,4.0,25.0,65.0
price,1W,wilder,乙,"E=25,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,7.8735,-51.465,-0.6876,-0.25,-1.4869,-0.708,12.47,90.38,786.0,2.1994,-3.8075,,4.0,25.0,65.0
mult,1W,wilder,乙,"E=25,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,5.974,-63.143,-2.5871,-1.395,-3.3865,-2.111,11.06,95.04,804.0,-1.2053,-4.0979,,4.0,25.0,70.0
price,1W,wilder,乙,"E=25,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,8.447,-51.86,-0.1141,0.034,-0.9135,-0.387,11.84,90.9,758.0,2.6972,-3.1548,,4.0,25.0,70.0
mult,1W,wilder,乙,"E=25,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,6.4583,-63.444,-2.1028,-1.124,-2.9022,-1.831,10.61,96.3,776.0,-0.3387,-4.0272,,4.0,25.0,75.0
price,1W,wilder,乙,"E=25,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,7.699,-57.914,-0.8621,-0.367,-1.6615,-0.84,11.31,92.23,733.0,0.6628,-2.5304,,4.0,25.0,75.0
mult,1W,wilder,乙,"E=25,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,8.1376,-60.175,-0.4235,-0.235,-1.2229,-0.813,9.79,97.41,751.0,0.6478,-1.6008,,4.0,25.0,80.0
price,1W,wilder,乙,"E=25,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,7.1149,-55.138,-1.4462,-0.668,-2.2456,-1.205,10.63,94.0,722.0,0.27,-3.3199,,4.0,25.0,80.0
mult,1W,wilder,乙,"E=25,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,9.6863,-55.97,1.1252,0.828,0.3259,0.401,8.31,98.22,713.0,1.7522,0.4303,,4.0,25.0,85.0
price,1W,wilder,乙,"E=25,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,8.418,-52.949,-0.1431,0.013,-0.9424,-0.458,9.66,95.19,710.0,0.5637,-0.9227,,4.0,25.0,85.0
mult,1W,wilder,乙,"E=25,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,9.0584,-54.623,0.4973,0.399,-0.3021,-0.216,6.37,99.85,613.0,2.3467,-1.522,,4.0,25.0,90.0
price,1W,wilder,乙,"E=25,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,7.8264,-59.045,-0.7347,-0.4,-1.5341,-1.07,7.75,97.85,633.0,-0.5108,-0.981,,4.0,25.0,90.0
mult,1W,wilder,乙,"E=25,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,9.1455,-53.092,0.5844,0.509,-0.215,-0.252,4.02,100.0,460.0,2.9056,-1.9386,,4.0,25.0,95.0
price,1W,wilder,乙,"E=25,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,8.8863,-56.966,0.3252,0.236,-0.4742,-0.461,4.92,99.7,478.0,0.5831,0.0386,,4.0,25.0,95.0
mult,1W,wilder,乙,"E=30,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,6.9028,-54.129,-1.6583,-0.897,-2.4577,-1.548,13.43,95.63,924.0,-0.1263,-3.3332,,4.0,30.0,50.0
price,1W,wilder,乙,"E=30,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,7.2426,-48.842,-1.3185,-0.56,-2.1179,-1.058,13.43,90.6,872.0,0.155,-2.9307,,4.0,30.0,50.0
mult,1W,wilder,乙,"E=30,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,6.5808,-52.256,-1.9802,-1.075,-2.7796,-1.745,12.99,95.71,902.0,0.2865,-4.4427,,4.0,30.0,55.0
price,1W,wilder,乙,"E=30,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,7.834,-47.776,-0.7271,-0.294,-1.5265,-0.752,13.36,90.82,865.0,1.3178,-2.9543,,4.0,30.0,55.0
mult,1W,wilder,乙,"E=30,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,6.7737,-59.065,-1.7874,-0.919,-2.5868,-1.587,12.56,96.82,899.0,0.1634,-3.9126,,4.0,30.0,60.0
price,1W,wilder,乙,"E=30,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,7.4058,-52.987,-1.1553,-0.51,-1.9546,-1.031,13.05,90.97,852.0,0.3207,-2.7703,,4.0,30.0,60.0
mult,1W,wilder,乙,"E=30,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,7.0614,-59.571,-1.4997,-0.741,-2.299,-1.373,12.05,97.04,879.0,0.8089,-4.0071,,4.0,30.0,65.0
price,1W,wilder,乙,"E=30,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,8.058,-52.155,-0.5031,-0.172,-1.3024,-0.64,12.78,91.41,840.0,1.2197,-2.3851,,4.0,30.0,65.0
mult,1W,wilder,乙,"E=30,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,6.4107,-58.938,-2.1504,-1.164,-2.9498,-1.901,11.49,97.34,841.0,-0.3412,-4.1232,,4.0,30.0,70.0
price,1W,wilder,乙,"E=30,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,8.7713,-51.923,0.2103,0.191,-0.5891,-0.224,12.28,92.3,814.0,1.5682,-1.2794,,4.0,30.0,70.0
mult,1W,wilder,乙,"E=30,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,7.0759,-59.187,-1.4852,-0.796,-2.2846,-1.495,10.87,97.56,809.0,0.1983,-3.3237,,4.0,30.0,75.0
price,1W,wilder,乙,"E=30,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,7.6805,-54.21,-0.8806,-0.405,-1.68,-0.91,11.73,93.34,787.0,0.6409,-2.5453,,4.0,30.0,75.0
mult,1W,wilder,乙,"E=30,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,7.812,-58.26,-0.749,-0.479,-1.5484,-1.151,9.75,98.3,778.0,0.7965,-2.4399,,4.0,30.0,80.0
price,1W,wilder,乙,"E=30,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,7.7376,-53.16,-0.8235,-0.385,-1.6229,-0.909,10.9,94.52,760.0,1.1936,-3.0208,,4.0,30.0,80.0
mult,1W,wilder,乙,"E=30,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,9.9251,-53.797,1.364,0.997,0.5647,0.607,8.34,98.37,735.0,2.663,-0.0636,,4.0,30.0,85.0
price,1W,wilder,乙,"E=30,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,8.5042,-52.809,-0.0569,0.046,-0.8563,-0.446,9.83,95.71,752.0,0.9241,-1.1367,,4.0,30.0,85.0
mult,1W,wilder,乙,"E=30,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,9.0395,-52.687,0.4784,0.378,-0.321,-0.28,6.39,99.93,636.0,2.2403,-1.447,,4.0,30.0,90.0
price,1W,wilder,乙,"E=30,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,8.2542,-56.844,-0.3069,-0.154,-1.1062,-0.807,7.94,98.45,662.0,0.0318,-0.6811,,4.0,30.0,90.0
mult,1W,wilder,乙,"E=30,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,9.1651,-52.494,0.604,0.511,-0.1954,-0.278,4.05,100.0,483.0,2.7544,-1.7372,,4.0,30.0,95.0
price,1W,wilder,乙,"E=30,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,8.9527,-55.756,0.3916,0.28,-0.4077,-0.446,4.91,99.7,498.0,1.0291,-0.3132,,4.0,30.0,95.0
mult,1W,wilder,乙,"E=35,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,6.5825,-55.241,-1.9786,-1.162,-2.778,-1.928,13.45,97.04,949.0,-0.6361,-3.4478,,4.0,35.0,50.0
price,1W,wilder,乙,"E=35,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,7.6875,-54.017,-0.8736,-0.39,-1.673,-0.926,13.77,92.97,912.0,0.7306,-2.6276,,4.0,35.0,50.0
mult,1W,wilder,乙,"E=35,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,6.5961,-52.952,-1.965,-1.161,-2.7644,-1.925,13.04,96.97,927.0,0.2449,-4.3669,,4.0,35.0,55.0
price,1W,wilder,乙,"E=35,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,7.734,-53.422,-0.8271,-0.365,-1.6265,-0.897,13.69,93.63,911.0,1.339,-3.1835,,4.0,35.0,55.0
mult,1W,wilder,乙,"E=35,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,7.0817,-57.974,-1.4794,-0.819,-2.2788,-1.528,12.68,97.93,933.0,0.7631,-3.9165,,4.0,35.0,60.0
price,1W,wilder,乙,"E=35,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,8.0062,-51.29,-0.5549,-0.223,-1.3543,-0.733,13.32,93.49,894.0,2.1419,-3.4746,,4.0,35.0,60.0
mult,1W,wilder,乙,"E=35,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,7.7292,-56.375,-0.8319,-0.418,-1.6313,-1.044,12.25,98.15,917.0,1.4471,-3.3086,,4.0,35.0,65.0
price,1W,wilder,乙,"E=35,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,8.3121,-49.992,-0.249,-0.048,-1.0484,-0.531,13.09,93.56,895.0,2.3819,-3.0994,,4.0,35.0,65.0
mult,1W,wilder,乙,"E=35,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,7.1998,-55.313,-1.3613,-0.771,-2.1607,-1.496,11.67,98.22,887.0,0.6257,-3.5258,,4.0,35.0,70.0
price,1W,wilder,乙,"E=35,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,8.4273,-48.556,-0.1338,-0.013,-0.9332,-0.517,12.48,94.52,857.0,2.3685,-2.8482,,4.0,35.0,70.0
mult,1W,wilder,乙,"E=35,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,7.4848,-54.77,-1.0763,-0.654,-1.8757,-1.422,10.86,98.45,843.0,0.781,-3.102,,4.0,35.0,75.0
price,1W,wilder,乙,"E=35,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,7.0654,-54.022,-1.4957,-0.832,-2.2951,-1.501,11.87,94.89,841.0,0.1119,-3.2524,,4.0,35.0,75.0
mult,1W,wilder,乙,"E=35,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,7.5438,-55.096,-1.0172,-0.735,-1.8166,-1.605,9.9,99.41,810.0,1.0391,-3.2563,,4.0,35.0,80.0
price,1W,wilder,乙,"E=35,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,7.1027,-52.128,-1.4584,-0.81,-2.2578,-1.497,11.0,95.93,811.0,0.4037,-3.4888,,4.0,35.0,80.0
mult,1W,wilder,乙,"E=35,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,9.3139,-52.983,0.7528,0.602,-0.0465,0.063,8.39,99.48,761.0,2.5427,-1.2029,,4.0,35.0,85.0
price,1W,wilder,乙,"E=35,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,8.0108,-51.974,-0.5503,-0.302,-1.3496,-0.965,9.84,96.89,791.0,0.8946,-2.1327,,4.0,35.0,85.0
mult,1W,wilder,乙,"E=35,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,8.9615,-52.473,0.4004,0.31,-0.399,-0.411,6.29,99.93,643.0,2.1705,-1.5337,,4.0,35.0,90.0
price,1W,wilder,乙,"E=35,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,8.1409,-55.586,-0.4202,-0.272,-1.2196,-1.025,7.95,98.96,690.0,0.1536,-1.0533,,4.0,35.0,90.0
mult,1W,wilder,乙,"E=35,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,9.0506,-52.266,0.4895,0.397,-0.3099,-0.51,4.04,100.0,486.0,2.6427,-1.8546,,4.0,35.0,95.0
price,1W,wilder,乙,"E=35,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,8.7184,-54.852,0.1573,0.092,-0.6421,-0.8,4.92,100.0,505.0,1.212,-1.003,,4.0,35.0,95.0
mult,1W,wilder,乙,"E=40,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,6.7301,-52.136,-1.831,-1.042,-2.6304,-1.836,13.69,98.22,981.0,0.0063,-3.8344,,4.0,40.0,50.0
price,1W,wilder,乙,"E=40,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,7.9517,-52.518,-0.6094,-0.273,-1.4088,-0.826,13.94,94.6,927.0,1.995,-3.4315,,4.0,40.0,50.0
mult,1W,wilder,乙,"E=40,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,6.4476,-50.543,-2.1135,-1.281,-2.9129,-2.149,13.22,98.15,964.0,-0.0157,-4.3956,,4.0,40.0,55.0
price,1W,wilder,乙,"E=40,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,7.976,-51.771,-0.5851,-0.268,-1.3845,-0.824,13.87,95.19,921.0,2.3155,-3.7194,,4.0,40.0,55.0
mult,1W,wilder,乙,"E=40,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,7.0537,-55.447,-1.5074,-0.853,-2.3068,-1.606,12.78,98.74,964.0,1.056,-4.2852,,4.0,40.0,60.0
price,1W,wilder,乙,"E=40,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,8.0839,-50.956,-0.4772,-0.205,-1.2766,-0.749,13.58,95.26,909.0,2.1592,-3.3331,,4.0,40.0,60.0
mult,1W,wilder,乙,"E=40,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,7.4299,-53.294,-1.1312,-0.617,-1.9306,-1.316,12.4,98.74,959.0,1.2257,-3.6905,,4.0,40.0,65.0
price,1W,wilder,乙,"E=40,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,8.5777,-49.092,0.0166,0.089,-0.7827,-0.402,13.29,95.41,904.0,3.3667,-3.5886,,4.0,40.0,65.0
mult,1W,wilder,乙,"E=40,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,7.2164,-52.906,-1.3447,-0.775,-2.1441,-1.522,11.79,98.82,927.0,1.1708,-4.0721,,4.0,40.0,70.0
price,1W,wilder,乙,"E=40,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,8.1721,-49.587,-0.3889,-0.172,-1.1883,-0.734,12.6,96.3,861.0,2.7521,-3.7756,,4.0,40.0,70.0
mult,1W,wilder,乙,"E=40,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,7.6979,-52.311,-0.8632,-0.525,-1.6626,-1.292,10.98,99.04,878.0,1.3875,-3.3096,,4.0,40.0,75.0
price,1W,wilder,乙,"E=40,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,6.9977,-54.901,-1.5634,-0.914,-2.3628,-1.586,11.99,96.67,845.0,0.8944,-4.2293,,4.0,40.0,75.0
mult,1W,wilder,乙,"E=40,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,8.1459,-53.925,-0.4152,-0.324,-1.2146,-1.084,9.94,99.56,838.0,1.2723,-2.2595,,4.0,40.0,80.0
price,1W,wilder,乙,"E=40,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,8.1009,-52.202,-0.4602,-0.252,-1.2596,-0.843,11.2,97.26,810.0,1.3128,-2.3964,,4.0,40.0,80.0
mult,1W,wilder,乙,"E=40,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,9.6413,-51.72,1.0802,0.843,0.2808,0.375,8.43,99.63,780.0,2.429,-0.4009,,4.0,40.0,85.0
price,1W,wilder,乙,"E=40,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,8.9294,-51.986,0.3683,0.281,-0.4311,-0.246,9.95,97.93,787.0,1.8801,-1.2877,,4.0,40.0,85.0
mult,1W,wilder,乙,"E=40,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,9.049,-51.618,0.4879,0.375,-0.3114,-0.359,6.3,99.93,662.0,2.0327,-1.2039,,4.0,40.0,90.0
price,1W,wilder,乙,"E=40,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,8.4608,-55.678,-0.1003,-0.075,-0.8996,-0.836,7.91,99.33,692.0,0.203,-0.436,,4.0,40.0,90.0
mult,1W,wilder,乙,"E=40,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,9.1803,-51.398,0.6192,0.519,-0.1802,-0.327,4.04,100.0,505.0,2.5832,-1.5229,,4.0,40.0,95.0
price,1W,wilder,乙,"E=40,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,8.6706,-54.412,0.1095,0.036,-0.6899,-0.986,4.83,100.0,501.0,1.0003,-0.8721,,4.0,40.0,95.0
mult,1W,simple,甲,"N=1,H=1",1351,2000-10-02,2026-08-24,25.89,7.0551,-52.285,-1.506,-0.178,-2.3054,-0.447,34.59,100.0,896.0,0.2761,-3.4506,1.0,1.0,,
price,1W,simple,甲,"N=1,H=1",1351,2000-10-02,2026-08-24,25.89,9.0564,-51.714,0.4953,0.526,-0.3041,0.33,35.32,100.0,915.0,6.364,-5.6742,1.0,1.0,,
mult,1W,simple,甲,"N=2,H=1",1351,2000-10-02,2026-08-24,25.89,6.8769,-53.014,-1.6842,-0.488,-2.4836,-0.907,29.14,100.0,1351.0,0.4841,-4.042,2.0,1.0,,
price,1W,simple,甲,"N=2,H=1",1351,2000-10-02,2026-08-24,25.89,6.7933,-55.552,-1.7678,-0.436,-2.5672,-0.83,29.67,100.0,1351.0,0.3862,-4.1104,2.0,1.0,,
mult,1W,simple,甲,"N=3,H=1",1351,2000-10-02,2026-08-24,25.89,6.9622,-51.255,-1.5989,-0.657,-2.3983,-1.261,24.59,100.0,1351.0,-0.4771,-2.829,3.0,1.0,,
