arm,bar,rsi_kind,style,params,n_periods,start,end,years,cagr_pct,maxdd_pct,exc_spy,t_spy,exc_ew9,t_ew9,ann_turnover,pct_in_mkt,n_rebal,exc_spy_h1,exc_spy_h2,N,H,E,X
price,1W,wilder,乙,"E=25,X=65,H=3",1351,2000-10-02,2026-08-24,25.89,8.2779,-47.888,-0.2832,-0.032,-1.0826,-0.426,13.42,86.97,824.0,2.2424,-3.0221,,3.0,25.0,65.0
mult,1W,wilder,乙,"E=25,X=70,H=3",1351,2000-10-02,2026-08-24,25.89,6.6477,-61.128,-1.9134,-0.934,-2.7128,-1.535,11.78,93.86,816.0,-0.5381,-3.4183,,3.0,25.0,70.0
price,1W,wilder,乙,"E=25,X=70,H=3",1351,2000-10-02,2026-08-24,25.89,8.2688,-48.941,-0.2923,-0.042,-1.0917,-0.446,12.82,88.38,790.0,2.441,-3.2506,,3.0,25.0,70.0
mult,1W,wilder,乙,"E=25,X=75,H=3",1351,2000-10-02,2026-08-24,25.89,6.9509,-60.785,-1.6102,-0.804,-2.4096,-1.431,11.25,94.89,790.0,0.0108,-3.3811,,3.0,25.0,75.0
price,1W,wilder,乙,"E=25,X=75,H=3",1351,2000-10-02,2026-08-24,25.89,7.2565,-58.568,-1.3046,-0.548,-2.104,-1.015,12.26,90.16,771.0,0.2771,-3.0337,,3.0,25.0,75.0
mult,1W,wilder,乙,"E=25,X=80,H=3",1351,2000-10-02,2026-08-24,25.89,8.3427,-59.518,-0.2184,-0.076,-1.0178,-0.613,10.28,96.52,756.0,1.2191,-1.7933,,3.0,25.0,80.0
price,1W,wilder,乙,"E=25,X=80,H=3",1351,2000-10-02,2026-08-24,25.89,6.9719,-55.463,-1.5892,-0.719,-2.3886,-1.235,11.33,91.86,748.0,0.7717,-4.1522,,3.0,25.0,80.0
mult,1W,wilder,乙,"E=25,X=85,H=3",1351,2000-10-02,2026-08-24,25.89,9.8196,-55.023,1.2585,0.926,0.4592,0.52,8.68,97.78,719.0,2.2451,0.1702,,3.0,25.0,85.0
price,1W,wilder,乙,"E=25,X=85,H=3",1351,2000-10-02,2026-08-24,25.89,8.4734,-53.1,-0.0876,0.053,-0.887,-0.383,10.19,93.63,729.0,0.9635,-1.2436,,3.0,25.0,85.0
mult,1W,wilder,乙,"E=25,X=90,H=3",1351,2000-10-02,2026-08-24,25.89,8.9913,-54.623,0.4302,0.352,-0.3692,-0.272,6.54,99.85,619.0,2.3808,-1.6973,,3.0,25.0,90.0
price,1W,wilder,乙,"E=25,X=90,H=3",1351,2000-10-02,2026-08-24,25.89,7.2997,-59.424,-1.2614,-0.682,-2.0608,-1.35,8.27,97.85,648.0,-0.6653,-1.917,,3.0,25.0,90.0
mult,1W,wilder,乙,"E=25,X=95,H=3",1351,2000-10-02,2026-08-24,25.89,9.0692,-53.092,0.5081,0.439,-0.2913,-0.363,4.06,100.0,467.0,2.911,-2.1016,,3.0,25.0,95.0
price,1W,wilder,乙,"E=25,X=95,H=3",1351,2000-10-02,2026-08-24,25.89,8.8866,-56.966,0.3255,0.235,-0.4739,-0.457,5.02,99.7,481.0,0.6371,-0.0206,,3.0,25.0,95.0
mult,1W,wilder,乙,"E=30,X=50,H=3",1351,2000-10-02,2026-08-24,25.89,6.7411,-52.294,-1.82,-0.906,-2.6194,-1.504,14.69,93.19,941.0,-0.0432,-3.7585,,3.0,30.0,50.0
price,1W,wilder,乙,"E=30,X=50,H=3",1351,2000-10-02,2026-08-24,25.89,6.8517,-48.019,-1.7094,-0.682,-2.5088,-1.158,14.82,87.42,905.0,0.6033,-4.2211,,3.0,30.0,50.0
mult,1W,wilder,乙,"E=30,X=55,H=3",1351,2000-10-02,2026-08-24,25.89,7.1443,-50.152,-1.4168,-0.705,-2.2162,-1.277,14.25,94.08,916.0,0.9017,-3.9349,,3.0,30.0,55.0
price,1W,wilder,乙,"E=30,X=55,H=3",1351,2000-10-02,2026-08-24,25.89,7.7649,-47.698,-0.7962,-0.268,-1.5956,-0.679,14.65,87.93,892.0,1.8806,-3.6946,,3.0,30.0,55.0
mult,1W,wilder,乙,"E=30,X=60,H=3",1351,2000-10-02,2026-08-24,25.89,7.415,-58.647,-1.1461,-0.508,-1.9455,-1.055,13.7,95.63,915.0,1.3377,-3.8401,,3.0,30.0,60.0
price,1W,wilder,乙,"E=30,X=60,H=3",1351,2000-10-02,2026-08-24,25.89,6.4282,-53.914,-2.1329,-0.921,-2.9323,-1.458,14.26,88.53,873.0,-0.7369,-3.6598,,3.0,30.0,60.0
mult,1W,wilder,乙,"E=30,X=65,H=3",1351,2000-10-02,2026-08-24,25.89,7.8694,-58.354,-0.6917,-0.246,-1.491,-0.746,13.13,96.0,897.0,1.8468,-3.4438,,3.0,30.0,65.0
price,1W,wilder,乙,"E=30,X=65,H=3",1351,2000-10-02,2026-08-24,25.89,7.6968,-52.376,-0.8643,-0.307,-1.6637,-0.754,13.91,89.05,868.0,0.7126,-2.5887,,3.0,30.0,65.0
mult,1W,wilder,乙,"E=30,X=70,H=3",1351,2000-10-02,2026-08-24,25.89,7.2278,-56.324,-1.3333,-0.637,-2.1327,-1.227,12.43,96.15,881.0,1.2558,-4.1386,,3.0,30.0,70.0
price,1W,wilder,乙,"E=30,X=70,H=3",1351,2000-10-02,2026-08-24,25.89,7.9784,-52.298,-0.5827,-0.175,-1.3821,-0.613,13.35,90.23,844.0,0.9624,-2.2733,,3.0,30.0,70.0
mult,1W,wilder,乙,"E=30,X=75,H=3",1351,2000-10-02,2026-08-24,25.89,7.9114,-56.793,-0.6497,-0.277,-1.4491,-0.851,11.78,96.67,854.0,1.8758,-3.3882,,3.0,30.0,75.0
price,1W,wilder,乙,"E=30,X=75,H=3",1351,2000-10-02,2026-08-24,25.89,6.3795,-58.916,-2.1816,-1.017,-2.981,-1.564,12.73,91.93,815.0,-0.6441,-3.8616,,3.0,30.0,75.0
mult,1W,wilder,乙,"E=30,X=80,H=3",1351,2000-10-02,2026-08-24,25.89,8.2327,-57.549,-0.3284,-0.184,-1.1277,-0.774,10.49,97.71,807.0,1.5942,-2.4251,,3.0,30.0,80.0
price,1W,wilder,乙,"E=30,X=80,H=3",1351,2000-10-02,2026-08-24,25.89,7.4126,-54.467,-1.1485,-0.543,-1.9479,-1.073,11.65,93.34,787.0,0.9834,-3.4681,,3.0,30.0,80.0
mult,1W,wilder,乙,"E=30,X=85,H=3",1351,2000-10-02,2026-08-24,25.89,9.9387,-52.567,1.3776,1.003,0.5783,0.619,8.89,98.22,758.0,2.8677,-0.2565,,3.0,30.0,85.0
price,1W,wilder,乙,"E=30,X=85,H=3",1351,2000-10-02,2026-08-24,25.89,8.4732,-52.887,-0.0879,0.042,-0.8873,-0.43,10.39,94.97,774.0,1.1951,-1.4957,,3.0,30.0,85.0
mult,1W,wilder,乙,"E=30,X=90,H=3",1351,2000-10-02,2026-08-24,25.89,9.0424,-52.422,0.4813,0.382,-0.3181,-0.271,6.56,99.85,648.0,2.4191,-1.6328,,3.0,30.0,90.0
price,1W,wilder,乙,"E=30,X=90,H=3",1351,2000-10-02,2026-08-24,25.89,7.6681,-57.252,-0.893,-0.504,-1.6924,-1.199,8.33,98.45,677.0,-0.2161,-1.6383,,3.0,30.0,90.0
mult,1W,wilder,乙,"E=30,X=95,H=3",1351,2000-10-02,2026-08-24,25.89,9.0916,-52.494,0.5305,0.442,-0.2689,-0.397,4.07,100.0,486.0,2.7554,-1.8899,,3.0,30.0,95.0
price,1W,wilder,乙,"E=30,X=95,H=3",1351,2000-10-02,2026-08-24,25.89,8.9006,-55.756,0.3395,0.239,-0.4599,-0.501,5.0,99.7,502.0,0.9883,-0.3776,,3.0,30.0,95.0
mult,1W,wilder,乙,"E=35,X=50,H=3",1351,2000-10-02,2026-08-24,25.89,6.4874,-55.155,-2.0737,-1.1,-2.873,-1.766,15.02,95.26,980.0,-0.3724,-3.9304,,3.0,35.0,50.0
price,1W,wilder,乙,"E=35,X=50,H=3",1351,2000-10-02,2026-08-24,25.89,6.8103,-53.972,-1.7508,-0.806,-2.5501,-1.385,15.36,90.08,970.0,-0.0843,-3.5705,,3.0,35.0,50.0
mult,1W,wilder,乙,"E=35,X=55,H=3",1351,2000-10-02,2026-08-24,25.89,6.9992,-52.938,-1.5619,-0.842,-2.3613,-1.477,14.51,95.85,962.0,0.9931,-4.3309,,3.0,35.0,55.0
price,1W,wilder,乙,"E=35,X=55,H=3",1351,2000-10-02,2026-08-24,25.89,7.3997,-53.859,-1.1614,-0.495,-1.9607,-1.017,15.18,90.82,957.0,1.61,-4.1592,,3.0,35.0,55.0
mult,1W,wilder,乙,"E=35,X=60,H=3",1351,2000-10-02,2026-08-24,25.89,7.5123,-59.034,-1.0488,-0.502,-1.8482,-1.082,13.96,97.19,955.0,1.7386,-4.0636,,3.0,35.0,60.0
price,1W,wilder,乙,"E=35,X=60,H=3",1351,2000-10-02,2026-08-24,25.89,7.7219,-51.985,-0.8391,-0.338,-1.6385,-0.831,14.64,91.19,929.0,1.8105,-3.7089,,3.0,35.0,60.0
mult,1W,wilder,乙,"E=35,X=65,H=3",1351,2000-10-02,2026-08-24,25.89,8.128,-56.541,-0.4331,-0.157,-1.2325,-0.687,13.33,97.56,933.0,1.9504,-3.0213,,3.0,35.0,65.0
price,1W,wilder,乙,"E=35,X=65,H=3",1351,2000-10-02,2026-08-24,25.89,8.4865,-50.575,-0.0746,0.065,-0.874,-0.363,14.16,91.27,914.0,2.7546,-3.1341,,3.0,35.0,65.0
mult,1W,wilder,乙,"E=35,X=70,H=3",1351,2000-10-02,2026-08-24,25.89,7.3349,-55.242,-1.2262,-0.654,-2.0256,-1.3,12.59,97.34,917.0,1.0373,-3.686,,3.0,35.0,70.0
price,1W,wilder,乙,"E=35,X=70,H=3",1351,2000-10-02,2026-08-24,25.89,8.3563,-48.275,-0.2048,-0.012,-1.0042,-0.461,13.45,92.52,879.0,2.5924,-3.2307,,3.0,35.0,70.0
mult,1W,wilder,乙,"E=35,X=75,H=3",1351,2000-10-02,2026-08-24,25.89,7.93,-54.388,-0.6311,-0.344,-1.4304,-1.002,11.79,97.85,885.0,1.7489,-3.2152,,3.0,35.0,75.0
price,1W,wilder,乙,"E=35,X=75,H=3",1351,2000-10-02,2026-08-24,25.89,6.4484,-57.16,-2.1127,-1.073,-2.912,-1.704,12.73,93.56,858.0,-0.0066,-4.4036,,3.0,35.0,75.0
mult,1W,wilder,乙,"E=35,X=80,H=3",1351,2000-10-02,2026-08-24,25.89,8.0456,-54.497,-0.5155,-0.353,-1.3148,-1.081,10.61,98.96,842.0,1.5888,-2.8063,,3.0,35.0,80.0
price,1W,wilder,乙,"E=35,X=80,H=3",1351,2000-10-02,2026-08-24,25.89,7.3644,-53.219,-1.1967,-0.619,-1.9961,-1.23,11.72,94.97,827.0,0.9306,-3.5113,,3.0,35.0,80.0
mult,1W,wilder,乙,"E=35,X=85,H=3",1351,2000-10-02,2026-08-24,25.89,9.4646,-52.526,0.9035,0.712,0.1041,0.218,8.99,99.26,786.0,2.6322,-0.9869,,3.0,35.0,85.0
price,1W,wilder,乙,"E=35,X=85,H=3",1351,2000-10-02,2026-08-24,25.89,8.081,-52.227,-0.4801,-0.225,-1.2795,-0.826,10.43,96.45,811.0,1.2031,-2.3196,,3.0,35.0,85.0
mult,1W,wilder,乙,"E=35,X=90,H=3",1351,2000-10-02,2026-08-24,25.89,9.0179,-52.059,0.4568,0.361,-0.3426,-0.335,6.57,99.85,665.0,2.2953,-1.5508,,3.0,35.0,90.0
price,1W,wilder,乙,"E=35,X=90,H=3",1351,2000-10-02,2026-08-24,25.89,7.875,-55.86,-0.6861,-0.426,-1.4855,-1.173,8.33,98.82,703.0,0.2336,-1.6977,,3.0,35.0,90.0
mult,1W,wilder,乙,"E=35,X=95,H=3",1351,2000-10-02,2026-08-24,25.89,8.9945,-52.266,0.4334,0.344,-0.366,-0.602,4.07,100.0,491.0,2.6426,-1.9702,,3.0,35.0,95.0
price,1W,wilder,乙,"E=35,X=95,H=3",1351,2000-10-02,2026-08-24,25.89,8.824,-54.852,0.2629,0.179,-0.5365,-0.653,5.08,99.93,513.0,1.3761,-0.9613,,3.0,35.0,95.0
mult,1W,wilder,乙,"E=40,X=50,H=3",1351,2000-10-02,2026-08-24,25.89,7.9192,-52.106,-0.6419,-0.291,-1.4413,-0.827,15.34,96.74,1002.0,1.7769,-3.2673,,3.0,40.0,50.0
price,1W,wilder,乙,"E=40,X=50,H=3",1351,2000-10-02,2026-08-24,25.89,7.7573,-51.261,-0.8038,-0.335,-1.6031,-0.853,15.92,93.04,994.0,2.0086,-3.8451,,3.0,40.0,50.0
mult,1W,wilder,乙,"E=40,X=55,H=3",1351,2000-10-02,2026-08-24,25.89,7.9438,-49.858,-0.6172,-0.289,-1.4166,-0.834,14.86,97.11,981.0,2.4864,-3.9646,,3.0,40.0,55.0
price,1W,wilder,乙,"E=40,X=55,H=3",1351,2000-10-02,2026-08-24,25.89,8.4741,-51.222,-0.087,0.057,-0.8864,-0.39,15.58,93.19,978.0,3.5066,-3.9453,,3.0,40.0,55.0
mult,1W,wilder,乙,"E=40,X=60,H=3",1351,2000-10-02,2026-08-24,25.89,8.3171,-55.692,-0.244,-0.033,-1.0433,-0.538,14.2,97.93,978.0,2.8877,-3.6209,,3.0,40.0,60.0
price,1W,wilder,乙,"E=40,X=60,H=3",1351,2000-10-02,2026-08-24,25.89,8.5916,-52.429,0.0305,0.123,-0.7689,-0.317,15.11,93.71,958.0,3.5625,-3.764,,3.0,40.0,60.0
mult,1W,wilder,乙,"E=40,X=65,H=3",1351,2000-10-02,2026-08-24,25.89,8.6096,-52.589,0.0485,0.131,-0.7509,-0.356,13.54,97.93,964.0,2.6992,-2.823,,3.0,40.0,65.0
price,1W,wilder,乙,"E=40,X=65,H=3",1351,2000-10-02,2026-08-24,25.89,9.2954,-51.042,0.7343,0.505,-0.0651,0.125,14.59,93.56,945.0,4.2118,-3.0039,,3.0,40.0,65.0
mult,1W,wilder,乙,"E=40,X=70,H=3",1351,2000-10-02,2026-08-24,25.89,8.021,-52.016,-0.5401,-0.236,-1.3395,-0.813,12.8,97.85,946.0,2.0843,-3.3833,,3.0,40.0,70.0
price,1W,wilder,乙,"E=40,X=70,H=3",1351,2000-10-02,2026-08-24,25.89,8.3919,-51.241,-0.1692,0.002,-0.9686,-0.472,13.72,94.67,901.0,3.3671,-3.9681,,3.0,40.0,70.0
mult,1W,wilder,乙,"E=40,X=75,H=3",1351,2000-10-02,2026-08-24,25.89,8.5731,-51.526,0.012,0.075,-0.7873,-0.496,11.95,98.52,914.0,2.6452,-2.8409,,3.0,40.0,75.0
price,1W,wilder,乙,"E=40,X=75,H=3",1351,2000-10-02,2026-08-24,25.89,6.4582,-58.281,-2.1029,-1.138,-2.9023,-1.772,12.95,95.19,874.0,0.706,-5.1397,,3.0,40.0,75.0
mult,1W,wilder,乙,"E=40,X=80,H=3",1351,2000-10-02,2026-08-24,25.89,8.7559,-53.174,0.1948,0.126,-0.6046,-0.485,10.67,99.11,866.0,2.0827,-1.8655,,3.0,40.0,80.0
price,1W,wilder,乙,"E=40,X=80,H=3",1351,2000-10-02,2026-08-24,25.89,8.1925,-53.985,-0.3686,-0.182,-1.168,-0.734,11.95,96.23,834.0,1.702,-2.6237,,3.0,40.0,80.0
mult,1W,wilder,乙,"E=40,X=85,H=3",1351,2000-10-02,2026-08-24,25.89,10.1115,-50.937,1.5504,1.183,0.751,0.839,9.11,99.41,803.0,2.8866,0.0821,,3.0,40.0,85.0
price,1W,wilder,乙,"E=40,X=85,H=3",1351,2000-10-02,2026-08-24,25.89,9.0582,-51.986,0.4971,0.372,-0.3023,-0.111,10.58,97.34,814.0,2.0095,-1.1599,,3.0,40.0,85.0
mult,1W,wilder,乙,"E=40,X=90,H=3",1351,2000-10-02,2026-08-24,25.89,9.4721,-51.195,0.911,0.733,0.1116,0.171,6.69,99.85,686.0,2.7515,-1.0994,,3.0,40.0,90.0
price,1W,wilder,乙,"E=40,X=90,H=3",1351,2000-10-02,2026-08-24,25.89,8.463,-55.678,-0.0981,-0.069,-0.8974,-0.815,8.32,99.19,712.0,0.4976,-0.7559,,3.0,40.0,90.0
mult,1W,wilder,乙,"E=40,X=95,H=3",1351,2000-10-02,2026-08-24,25.89,9.2214,-51.398,0.6603,0.556,-0.1391,-0.259,4.09,100.0,510.0,2.7569,-1.6235,,3.0,40.0,95.0
price,1W,wilder,乙,"E=40,X=95,H=3",1351,2000-10-02,2026-08-24,25.89,8.8077,-54.412,0.2466,0.153,-0.5528,-0.781,4.99,99.93,512.0,1.245,-0.8526,,3.0,40.0,95.0
mult,1W,wilder,甲,"N=1,H=4",1351,2000-10-02,2026-08-24,25.89,5.1886,-61.162,-3.3725,-0.605,-4.1719,-0.853,11.03,100.0,286.0,1.3514,-8.3911,1.0,4.0,,
price,1W,wilder,甲,"N=1,H=4",1351,2000-10-02,2026-08-24,25.89,6.9676,-58.672,-1.5935,0.043,-2.3929,-0.164,10.56,100.0,274.0,3.8808,-7.3694,1.0,4.0,,
mult,1W,wilder,甲,"N=2,H=4",1351,2000-10-02,2026-08-24,25.89,6.959,-50.202,-1.6021,-0.454,-2.4014,-0.839,9.66,100.0,338.0,2.6279,-6.1165,2.0,4.0,,
price,1W,wilder,甲,"N=2,H=4",1351,2000-10-02,2026-08-24,25.89,9.0666,-54.567,0.5055,0.534,-0.2939,0.264,9.74,100.0,338.0,2.9777,-2.1775,2.0,4.0,,
mult,1W,wilder,甲,"N=3,H=4",1351,2000-10-02,2026-08-24,25.89,9.0249,-48.897,0.4638,0.462,-0.3356,0.065,8.06,100.0,338.0,2.7364,-2.0073,3.0,4.0,,
price,1W,wilder,甲,"N=3,H=4",1351,2000-10-02,2026-08-24,25.89,8.1359,-56.641,-0.4252,0.068,-1.2246,-0.348,8.2,100.0,338.0,1.8335,-2.8807,3.0,4.0,,
mult,1W,wilder,乙,"E=5,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,4.1343,-42.757,-4.4268,-1.806,-5.2262,-2.159,7.33,59.22,414.0,-3.6099,-5.3177,,4.0,5.0,50.0
price,1W,wilder,乙,"E=5,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,2.6021,-45.466,-5.959,-2.307,-6.7584,-2.661,5.46,43.89,308.0,-3.6379,-8.4753,,4.0,5.0,50.0
mult,1W,wilder,乙,"E=5,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,3.208,-43.729,-5.3531,-2.197,-6.1525,-2.579,7.2,60.47,415.0,-4.3968,-6.3948,,4.0,5.0,55.0
price,1W,wilder,乙,"E=5,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,2.1373,-49.204,-6.4238,-2.521,-7.2232,-2.883,5.47,44.86,307.0,-2.9562,-10.1487,,4.0,5.0,55.0
mult,1W,wilder,乙,"E=5,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,3.1743,-46.147,-5.3868,-2.102,-6.1862,-2.398,7.2,62.25,414.0,-5.5247,-5.2159,,4.0,5.0,60.0
price,1W,wilder,乙,"E=5,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,1.6669,-53.463,-6.8942,-2.624,-7.6936,-2.916,5.47,46.34,310.0,-4.3668,-9.6291,,4.0,5.0,60.0
mult,1W,wilder,乙,"E=5,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,4.5663,-41.467,-3.9948,-1.585,-4.7942,-1.901,6.97,64.03,407.0,-4.0934,-3.8724,,4.0,5.0,65.0
price,1W,wilder,乙,"E=5,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,1.2743,-53.032,-7.2868,-2.837,-8.0862,-3.158,5.47,48.04,311.0,-5.5123,-9.2149,,4.0,5.0,65.0
mult,1W,wilder,乙,"E=5,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,4.5584,-43.668,-4.0027,-1.571,-4.8021,-1.89,6.81,65.73,399.0,-3.9004,-4.1044,,4.0,5.0,70.0
price,1W,wilder,乙,"E=5,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,2.3256,-49.433,-6.2355,-2.456,-7.0349,-2.801,5.35,49.89,304.0,-4.1925,-8.4539,,4.0,5.0,70.0
mult,1W,wilder,乙,"E=5,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,5.9175,-43.063,-2.6436,-1.021,-3.443,-1.336,6.66,68.99,394.0,-2.1359,-3.1984,,4.0,5.0,75.0
price,1W,wilder,乙,"E=5,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,0.538,-68.387,-8.0231,-3.007,-8.8224,-3.373,5.31,52.92,303.0,-8.2249,-7.7708,,4.0,5.0,75.0
mult,1W,wilder,乙,"E=5,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,7.2171,-44.083,-1.344,-0.5,-2.1434,-0.813,6.4,72.54,385.0,-0.3841,-2.3981,,4.0,5.0,80.0
price,1W,wilder,乙,"E=5,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,2.4408,-59.547,-6.1203,-2.321,-6.9197,-2.669,5.22,57.14,303.0,-4.7854,-7.5739,,4.0,5.0,80.0
mult,1W,wilder,乙,"E=5,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,9.5379,-46.113,0.9768,0.511,0.1774,0.204,6.24,78.53,386.0,1.4148,0.4898,,4.0,5.0,85.0
price,1W,wilder,乙,"E=5,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,5.6289,-54.919,-2.9322,-1.07,-3.7316,-1.408,5.1,62.32,308.0,-1.4922,-4.5054,,4.0,5.0,85.0
mult,1W,wilder,乙,"E=5,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,8.9048,-53.62,0.3437,0.267,-0.4557,-0.089,5.26,87.49,356.0,0.3567,0.3282,,4.0,5.0,90.0
price,1W,wilder,乙,"E=5,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,5.4092,-63.207,-3.1519,-1.17,-3.9513,-1.516,4.63,73.28,289.0,-2.575,-3.7817,,4.0,5.0,90.0
mult,1W,wilder,乙,"E=5,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,8.0435,-54.788,-0.5176,-0.174,-1.317,-0.651,3.78,97.48,306.0,1.8541,-3.0932,,4.0,5.0,95.0
price,1W,wilder,乙,"E=5,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,6.5141,-60.456,-2.047,-0.858,-2.8464,-1.284,3.62,87.12,251.0,-1.84,-2.2709,,4.0,5.0,95.0
mult,1W,wilder,乙,"E=10,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,7.0401,-49.514,-1.521,-0.686,-2.3204,-1.058,10.4,78.09,612.0,-0.1298,-3.0437,,4.0,10.0,50.0
price,1W,wilder,乙,"E=10,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,7.3277,-49.838,-1.2334,-0.491,-2.0328,-0.82,9.06,67.14,517.0,-1.6207,-0.7973,,4.0,10.0,50.0
mult,1W,wilder,乙,"E=10,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,7.1809,-49.933,-1.3802,-0.611,-2.1796,-0.975,10.16,78.76,608.0,-0.4105,-2.445,,4.0,10.0,55.0
price,1W,wilder,乙,"E=10,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,7.0523,-49.693,-1.5088,-0.583,-2.3082,-0.915,9.11,68.32,523.0,-0.5253,-2.5883,,4.0,10.0,55.0
mult,1W,wilder,乙,"E=10,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,8.1499,-64.998,-0.4112,-0.011,-1.2105,-0.334,9.97,83.49,607.0,1.2081,-2.182,,4.0,10.0,60.0
price,1W,wilder,乙,"E=10,X=60,H=4",1351,2000-10-02,2026-08-24,25.89,6.1131,-54.096,-2.448,-0.958,-3.2474,-1.299,8.96,69.06,524.0,-2.1419,-2.7806,,4.0,10.0,60.0
mult,1W,wilder,乙,"E=10,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,8.0248,-63.646,-0.5363,-0.068,-1.3357,-0.398,9.57,84.53,593.0,1.3953,-2.6424,,4.0,10.0,65.0
price,1W,wilder,乙,"E=10,X=65,H=4",1351,2000-10-02,2026-08-24,25.89,5.7301,-53.866,-2.8309,-1.136,-3.6303,-1.5,8.93,70.17,520.0,-2.6527,-3.0207,,4.0,10.0,65.0
mult,1W,wilder,乙,"E=10,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,6.6404,-67.74,-1.9207,-0.664,-2.7201,-1.028,9.15,86.08,570.0,-0.8158,-3.1318,,4.0,10.0,70.0
price,1W,wilder,乙,"E=10,X=70,H=4",1351,2000-10-02,2026-08-24,25.89,6.7597,-51.27,-1.8014,-0.712,-2.6008,-1.071,8.82,72.02,515.0,-1.2574,-2.3983,,4.0,10.0,70.0
mult,1W,wilder,乙,"E=10,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,7.997,-67.531,-0.5641,-0.048,-1.3635,-0.391,8.99,88.6,574.0,1.0467,-2.3255,,4.0,10.0,75.0
price,1W,wilder,乙,"E=10,X=75,H=4",1351,2000-10-02,2026-08-24,25.89,6.3744,-64.84,-2.1866,-0.801,-2.986,-1.158,8.55,74.17,510.0,-2.7153,-1.5883,,4.0,10.0,75.0
mult,1W,wilder,乙,"E=10,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,10.0136,-62.282,1.4525,0.878,0.6531,0.555,8.44,90.82,558.0,2.8528,-0.0849,,4.0,10.0,80.0
price,1W,wilder,乙,"E=10,X=80,H=4",1351,2000-10-02,2026-08-24,25.89,6.7414,-59.572,-1.8197,-0.69,-2.6191,-1.052,8.06,77.35,497.0,-1.4911,-2.1789,,4.0,10.0,80.0
mult,1W,wilder,乙,"E=10,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,11.6867,-53.377,3.1256,1.831,2.3262,1.542,7.63,93.56,543.0,3.5022,2.701,,4.0,10.0,85.0
price,1W,wilder,乙,"E=10,X=85,H=4",1351,2000-10-02,2026-08-24,25.89,8.5248,-54.481,-0.0363,0.07,-0.8357,-0.278,7.61,81.5,494.0,0.2784,-0.3849,,4.0,10.0,85.0
mult,1W,wilder,乙,"E=10,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,10.6286,-53.142,2.0675,1.389,1.2681,1.029,6.04,97.41,478.0,3.3145,0.695,,4.0,10.0,90.0
price,1W,wilder,乙,"E=10,X=90,H=4",1351,2000-10-02,2026-08-24,25.89,7.2415,-62.042,-1.3196,-0.523,-2.1189,-0.95,6.78,89.64,466.0,-1.6654,-0.9295,,4.0,10.0,90.0
mult,1W,wilder,乙,"E=10,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,9.6539,-54.614,1.0928,0.923,0.2934,0.426,3.81,99.78,377.0,2.5097,-0.462,,4.0,10.0,95.0
price,1W,wilder,乙,"E=10,X=95,H=4",1351,2000-10-02,2026-08-24,25.89,8.1086,-57.285,-0.4524,-0.215,-1.2518,-0.799,4.59,97.48,377.0,-0.688,-0.1886,,4.0,10.0,95.0
mult,1W,wilder,乙,"E=15,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,6.8905,-52.841,-1.6706,-0.723,-2.47,-1.188,11.98,88.68,748.0,0.6296,-4.169,,4.0,15.0,50.0
price,1W,wilder,乙,"E=15,X=50,H=4",1351,2000-10-02,2026-08-24,25.89,7.2235,-59.677,-1.3376,-0.525,-2.1369,-0.903,10.99,78.16,664.0,-1.0948,-1.603,,4.0,15.0,50.0
mult,1W,wilder,乙,"E=15,X=55,H=4",1351,2000-10-02,2026-08-24,25.89,6.7108,-49.221,-1.8503,-0.805,-2.6497,-1.268,11.66,89.05,740.0,0.3171,-4.207,,4.0,15.0,55.0
