bar,rsi_kind,style,params,pair,arm_a,arm_b,agreement,jaccard,a_cagr,b_cagr,a_exc_spy,b_exc_spy,diff_exc_spy,a_exc_ew9,b_exc_ew9,diff_exc_ew9,a_t_spy,b_t_spy,N,H,E,X
1W,simple,乙,"E=25,X=65,H=2",mult|price,mult,price,0.8421,0.7219,7.9515,8.8326,-0.6096,0.2715,-0.8811,-1.4089,-0.5279,-0.881,-0.238,0.22,,2,25.0,65.0
1W,simple,乙,"E=25,X=70,H=2",mult|price,mult,price,0.8435,0.7285,8.507,8.5306,-0.0541,-0.0305,-0.0236,-0.8535,-0.8299,-0.0236,0.076,0.082,,2,25.0,70.0
1W,simple,乙,"E=25,X=75,H=2",mult|price,mult,price,0.8442,0.7344,8.4879,8.8264,-0.0732,0.2653,-0.3385,-0.8726,-0.5341,-0.3385,0.059,0.226,,2,25.0,75.0
1W,simple,乙,"E=25,X=80,H=2",mult|price,mult,price,0.8417,0.7347,8.7656,9.1821,0.2045,0.621,-0.4165,-0.5949,-0.1784,-0.4165,0.233,0.429,,2,25.0,80.0
1W,simple,乙,"E=25,X=85,H=2",mult|price,mult,price,0.839,0.7352,8.7753,7.7654,0.2142,-0.7957,1.0099,-0.5852,-1.5951,1.0099,0.213,-0.327,,2,25.0,85.0
1W,simple,乙,"E=25,X=90,H=2",mult|price,mult,price,0.8418,0.7432,8.9351,7.8705,0.374,-0.6906,1.0646,-0.4254,-1.49,1.0646,0.312,-0.278,,2,25.0,90.0
1W,simple,乙,"E=25,X=95,H=2",mult|price,mult,price,0.8391,0.7442,8.7499,7.5959,0.1888,-0.9652,1.154,-0.6106,-1.7646,1.154,0.191,-0.448,,2,25.0,95.0
1W,simple,乙,"E=30,X=50,H=2",mult|price,mult,price,0.8438,0.7233,8.7756,8.453,0.2145,-0.1081,0.3226,-0.5849,-0.9075,0.3226,0.16,-0.021,,2,30.0,50.0
1W,simple,乙,"E=30,X=55,H=2",mult|price,mult,price,0.8425,0.7242,9.2671,9.4555,0.706,0.8944,-0.1884,-0.0934,0.095,-0.1884,0.428,0.464,,2,30.0,55.0
1W,simple,乙,"E=30,X=60,H=2",mult|price,mult,price,0.8442,0.73,8.4956,9.53,-0.0655,0.9689,-1.0344,-0.8649,0.1696,-1.0345,0.043,0.501,,2,30.0,60.0
1W,simple,乙,"E=30,X=65,H=2",mult|price,mult,price,0.8441,0.7339,8.7245,9.2475,0.1634,0.6864,-0.523,-0.636,-0.113,-0.523,0.159,0.416,,2,30.0,65.0
1W,simple,乙,"E=30,X=70,H=2",mult|price,mult,price,0.8462,0.7415,9.3378,8.2236,0.7767,-0.3375,1.1142,-0.0227,-1.1369,1.1142,0.53,-0.088,,2,30.0,70.0
1W,simple,乙,"E=30,X=75,H=2",mult|price,mult,price,0.8483,0.7487,9.4953,8.8083,0.9343,0.2472,0.6871,0.1349,-0.5522,0.6871,0.624,0.214,,2,30.0,75.0
1W,simple,乙,"E=30,X=80,H=2",mult|price,mult,price,0.846,0.749,9.7987,9.2687,1.2376,0.7076,0.53,0.4382,-0.0918,0.53,0.83,0.482,,2,30.0,80.0
1W,simple,乙,"E=30,X=85,H=2",mult|price,mult,price,0.8427,0.7484,9.7517,8.1842,1.1906,-0.3769,1.5675,0.3912,-1.1763,1.5675,0.798,-0.122,,2,30.0,85.0
1W,simple,乙,"E=30,X=90,H=2",mult|price,mult,price,0.8456,0.7563,9.7694,8.1086,1.2083,-0.4525,1.6608,0.4089,-1.2518,1.6607,0.826,-0.164,,2,30.0,90.0
1W,simple,乙,"E=30,X=95,H=2",mult|price,mult,price,0.8443,0.7586,9.3798,8.2267,0.8187,-0.3344,1.1531,0.0193,-1.1338,1.1531,0.59,-0.107,,2,30.0,95.0
1W,simple,乙,"E=35,X=50,H=2",mult|price,mult,price,0.8466,0.736,9.0696,9.145,0.5085,0.5839,-0.0754,-0.2909,-0.2154,-0.0755,0.304,0.308,,2,35.0,50.0
1W,simple,乙,"E=35,X=55,H=2",mult|price,mult,price,0.8461,0.738,9.9494,10.0062,1.3883,1.4451,-0.0568,0.5889,0.6457,-0.0568,0.764,0.725,,2,35.0,55.0
1W,simple,乙,"E=35,X=60,H=2",mult|price,mult,price,0.8479,0.7434,9.3185,10.0004,0.7574,1.4393,-0.6819,-0.042,0.6399,-0.6819,0.471,0.724,,2,35.0,60.0
1W,simple,乙,"E=35,X=65,H=2",mult|price,mult,price,0.8482,0.7478,9.6135,9.526,1.0524,0.9649,0.0875,0.253,0.1655,0.0875,0.623,0.553,,2,35.0,65.0
1W,simple,乙,"E=35,X=70,H=2",mult|price,mult,price,0.8495,0.7538,10.1662,8.6308,1.6051,0.0697,1.5354,0.8057,-0.7297,1.5354,0.966,0.121,,2,35.0,70.0
1W,simple,乙,"E=35,X=75,H=2",mult|price,mult,price,0.8516,0.7607,10.4198,9.1769,1.8587,0.6159,1.2428,1.0593,-0.1835,1.2428,1.121,0.405,,2,35.0,75.0
1W,simple,乙,"E=35,X=80,H=2",mult|price,mult,price,0.8492,0.7606,10.8313,9.8955,2.2702,1.3344,0.9358,1.4708,0.5351,0.9357,1.386,0.798,,2,35.0,80.0
1W,simple,乙,"E=35,X=85,H=2",mult|price,mult,price,0.8468,0.7612,10.9057,8.5084,2.3446,-0.0527,2.3973,1.5452,-0.8521,2.3973,1.445,0.04,,2,35.0,85.0
1W,simple,乙,"E=35,X=90,H=2",mult|price,mult,price,0.8491,0.768,10.6601,8.1524,2.099,-0.4087,2.5077,1.2996,-1.2081,2.5077,1.327,-0.162,,2,35.0,90.0
1W,simple,乙,"E=35,X=95,H=2",mult|price,mult,price,0.8478,0.7703,10.2825,8.3484,1.7214,-0.2127,1.9341,0.922,-1.012,1.934,1.119,-0.053,,2,35.0,95.0
1W,simple,乙,"E=40,X=50,H=2",mult|price,mult,price,0.8516,0.7508,9.0671,8.7992,0.506,0.2381,0.2679,-0.2933,-0.5613,0.268,0.309,0.146,,2,40.0,50.0
1W,simple,乙,"E=40,X=55,H=2",mult|price,mult,price,0.8513,0.7531,10.0476,9.6488,1.4865,1.0877,0.3988,0.6872,0.2883,0.3989,0.82,0.578,,2,40.0,55.0
1W,simple,乙,"E=40,X=60,H=2",mult|price,mult,price,0.8535,0.7592,9.2384,9.5049,0.6773,0.9438,-0.2665,-0.1221,0.1444,-0.2665,0.43,0.508,,2,40.0,60.0
1W,simple,乙,"E=40,X=65,H=2",mult|price,mult,price,0.8543,0.7639,9.5982,9.2501,1.0371,0.6891,0.348,0.2377,-0.1103,0.348,0.618,0.433,,2,40.0,65.0
1W,simple,乙,"E=40,X=70,H=2",mult|price,mult,price,0.8556,0.7694,10.2208,8.7103,1.6597,0.1492,1.5105,0.8603,-0.6501,1.5104,1.002,0.15,,2,40.0,70.0
1W,simple,乙,"E=40,X=75,H=2",mult|price,mult,price,0.8586,0.7774,10.632,8.9746,2.0709,0.4136,1.6573,1.2715,-0.3858,1.6573,1.248,0.299,,2,40.0,75.0
1W,simple,乙,"E=40,X=80,H=2",mult|price,mult,price,0.8571,0.7784,11.0551,9.9817,2.494,1.4206,1.0734,1.6946,0.6212,1.0734,1.52,0.861,,2,40.0,80.0
1W,simple,乙,"E=40,X=85,H=2",mult|price,mult,price,0.8559,0.7801,11.1292,8.6838,2.5681,0.1227,2.4454,1.7687,-0.6767,2.4454,1.588,0.131,,2,40.0,85.0
1W,simple,乙,"E=40,X=90,H=2",mult|price,mult,price,0.8582,0.7864,10.9025,8.4476,2.3414,-0.1135,2.4549,1.542,-0.9129,2.4549,1.483,-0.004,,2,40.0,90.0
1W,simple,乙,"E=40,X=95,H=2",mult|price,mult,price,0.8571,0.7884,10.4893,8.6548,1.9282,0.0937,1.8345,1.1288,-0.7057,1.8345,1.249,0.118,,2,40.0,95.0
1W,simple,甲,"N=1,H=3",mult|price,mult,price,0.9411,0.581,9.655,8.2166,1.094,-0.3445,1.4385,0.2946,-1.1439,1.4385,0.668,0.262,1.0,3,,
1W,simple,甲,"N=2,H=3",mult|price,mult,price,0.8952,0.6184,10.341,8.2984,1.7799,-0.2627,2.0426,0.9805,-1.0621,2.0426,1.045,0.155,2.0,3,,
1W,simple,甲,"N=3,H=3",mult|price,mult,price,0.8681,0.6696,9.3812,8.183,0.8201,-0.3781,1.1982,0.0207,-1.1775,1.1982,0.613,0.011,3.0,3,,
1W,simple,乙,"E=5,X=50,H=3",mult|price,mult,price,0.8492,0.7102,10.5395,10.5199,1.9784,1.9588,0.0196,1.179,1.1594,0.0196,1.061,0.962,,3,5.0,50.0
1W,simple,乙,"E=5,X=55,H=3",mult|price,mult,price,0.8483,0.7118,10.0332,10.1602,1.4721,1.5991,-0.127,0.6728,0.7997,-0.1269,0.818,0.806,,3,5.0,55.0
1W,simple,乙,"E=5,X=60,H=3",mult|price,mult,price,0.8516,0.7203,9.3608,10.5458,0.7997,1.9847,-1.185,0.0003,1.1853,-1.185,0.509,0.99,,3,5.0,60.0
1W,simple,乙,"E=5,X=65,H=3",mult|price,mult,price,0.8501,0.7208,9.4098,10.2938,0.8487,1.7327,-0.884,0.0493,0.9334,-0.8841,0.533,0.929,,3,5.0,65.0
1W,simple,乙,"E=5,X=70,H=3",mult|price,mult,price,0.846,0.7176,9.1982,10.4915,0.6371,1.9304,-1.2933,-0.1623,1.1311,-1.2934,0.437,1.052,,3,5.0,70.0
1W,simple,乙,"E=5,X=75,H=3",mult|price,mult,price,0.8481,0.7245,9.8395,10.6119,1.2784,2.0508,-0.7724,0.479,1.2514,-0.7724,0.784,1.121,,3,5.0,75.0
1W,simple,乙,"E=5,X=80,H=3",mult|price,mult,price,0.8487,0.7287,9.3166,9.9449,0.7555,1.3838,-0.6283,-0.0439,0.5844,-0.6283,0.512,0.819,,3,5.0,80.0
1W,simple,乙,"E=5,X=85,H=3",mult|price,mult,price,0.8488,0.7324,9.608,8.886,1.0469,0.325,0.7219,0.2476,-0.4744,0.722,0.665,0.27,,3,5.0,85.0
1W,simple,乙,"E=5,X=90,H=3",mult|price,mult,price,0.8511,0.7402,8.6199,8.5351,0.0588,-0.026,0.0848,-0.7406,-0.8254,0.0848,0.138,0.077,,3,5.0,90.0
1W,simple,乙,"E=5,X=95,H=3",mult|price,mult,price,0.849,0.7411,8.1397,8.753,-0.4214,0.1919,-0.6133,-1.2208,-0.6075,-0.6133,-0.152,0.19,,3,5.0,95.0
1W,simple,乙,"E=10,X=50,H=3",mult|price,mult,price,0.8335,0.695,10.3443,10.6419,1.7832,2.0808,-0.2976,0.9838,1.2814,-0.2976,1.002,1.044,,3,10.0,50.0
1W,simple,乙,"E=10,X=55,H=3",mult|price,mult,price,0.833,0.6971,10.4306,10.3336,1.8695,1.7725,0.097,1.0702,0.9731,0.0971,1.052,0.908,,3,10.0,55.0
1W,simple,乙,"E=10,X=60,H=3",mult|price,mult,price,0.8363,0.7054,10.2386,10.4582,1.6775,1.8971,-0.2196,0.8782,1.0977,-0.2195,0.995,0.97,,3,10.0,60.0
1W,simple,乙,"E=10,X=65,H=3",mult|price,mult,price,0.833,0.704,10.2566,10.2951,1.6955,1.734,-0.0385,0.8961,0.9346,-0.0385,1.006,0.952,,3,10.0,65.0
1W,simple,乙,"E=10,X=70,H=3",mult|price,mult,price,0.8297,0.7024,10.0713,10.4083,1.5103,1.8472,-0.3369,0.7109,1.0478,-0.3369,0.919,1.037,,3,10.0,70.0
1W,simple,乙,"E=10,X=75,H=3",mult|price,mult,price,0.8335,0.7118,10.4742,10.2963,1.9131,1.7352,0.1779,1.1138,0.9358,0.178,1.151,0.99,,3,10.0,75.0
1W,simple,乙,"E=10,X=80,H=3",mult|price,mult,price,0.8338,0.715,10.1001,9.612,1.539,1.0509,0.4881,0.7396,0.2515,0.4881,0.956,0.664,,3,10.0,80.0
1W,simple,乙,"E=10,X=85,H=3",mult|price,mult,price,0.834,0.7187,10.2606,8.345,1.6995,-0.2161,1.9156,0.9001,-1.0155,1.9156,1.046,-0.02,,3,10.0,85.0
1W,simple,乙,"E=10,X=90,H=3",mult|price,mult,price,0.8366,0.7267,9.2658,8.3075,0.7047,-0.2536,0.9583,-0.0947,-1.0529,0.9582,0.506,-0.05,,3,10.0,90.0
1W,simple,乙,"E=10,X=95,H=3",mult|price,mult,price,0.8364,0.7307,8.8658,8.733,0.3047,0.1719,0.1328,-0.4947,-0.6275,0.1328,0.268,0.182,,3,10.0,95.0
1W,simple,乙,"E=15,X=50,H=3",mult|price,mult,price,0.8296,0.6998,9.898,8.7287,1.3369,0.1676,1.1693,0.5375,-0.6318,1.1693,0.77,0.113,,3,15.0,50.0
1W,simple,乙,"E=15,X=55,H=3",mult|price,mult,price,0.829,0.7018,10.0143,8.6361,1.4533,0.075,1.3783,0.6539,-0.7243,1.3782,0.837,0.07,,3,15.0,55.0
1W,simple,乙,"E=15,X=60,H=3",mult|price,mult,price,0.8321,0.7093,9.9549,8.9633,1.3938,0.4022,0.9916,0.5944,-0.3972,0.9916,0.845,0.24,,3,15.0,60.0
1W,simple,乙,"E=15,X=65,H=3",mult|price,mult,price,0.8279,0.7068,10.0015,8.9908,1.4404,0.4297,1.0107,0.641,-0.3697,1.0107,0.872,0.299,,3,15.0,65.0
1W,simple,乙,"E=15,X=70,H=3",mult|price,mult,price,0.8256,0.707,9.9184,9.1957,1.3573,0.6346,0.7227,0.5579,-0.1648,0.7227,0.839,0.42,,3,15.0,70.0
1W,simple,乙,"E=15,X=75,H=3",mult|price,mult,price,0.829,0.7155,10.4816,9.1466,1.9205,0.5855,1.335,1.1211,-0.2138,1.3349,1.166,0.405,,3,15.0,75.0
1W,simple,乙,"E=15,X=80,H=3",mult|price,mult,price,0.8296,0.7192,9.9514,8.8882,1.3903,0.3271,1.0632,0.5909,-0.4723,1.0632,0.878,0.274,,3,15.0,80.0
1W,simple,乙,"E=15,X=85,H=3",mult|price,mult,price,0.8302,0.7237,10.121,7.8953,1.5599,-0.6658,2.2257,0.7605,-1.4652,2.2257,0.976,-0.286,,3,15.0,85.0
1W,simple,乙,"E=15,X=90,H=3",mult|price,mult,price,0.8335,0.7321,9.3471,7.8941,0.786,-0.6669,1.4529,-0.0134,-1.4663,1.4529,0.551,-0.302,,3,15.0,90.0
1W,simple,乙,"E=15,X=95,H=3",mult|price,mult,price,0.833,0.7352,9.057,8.0886,0.4959,-0.4725,0.9684,-0.3035,-1.2719,0.9684,0.383,-0.2,,3,15.0,95.0
1W,simple,乙,"E=20,X=50,H=3",mult|price,mult,price,0.8261,0.7039,9.3206,8.44,0.7595,-0.1211,0.8806,-0.0399,-0.9205,0.8806,0.461,-0.014,,3,20.0,50.0
1W,simple,乙,"E=20,X=55,H=3",mult|price,mult,price,0.8255,0.706,9.4501,8.2895,0.889,-0.2716,1.1606,0.0896,-1.071,1.1606,0.54,-0.085,,3,20.0,55.0
1W,simple,乙,"E=20,X=60,H=3",mult|price,mult,price,0.8291,0.7136,9.031,8.4091,0.4699,-0.152,0.6219,-0.3295,-0.9514,0.6219,0.344,-0.019,,3,20.0,60.0
1W,simple,乙,"E=20,X=65,H=3",mult|price,mult,price,0.8265,0.7133,9.1385,8.2522,0.5774,-0.3089,0.8863,-0.222,-1.1083,0.8863,0.403,-0.062,,3,20.0,65.0
1W,simple,乙,"E=20,X=70,H=3",mult|price,mult,price,0.8233,0.7123,9.485,8.2239,0.9239,-0.3372,1.2611,0.1245,-1.1366,1.2611,0.635,-0.079,,3,20.0,70.0
1W,simple,乙,"E=20,X=75,H=3",mult|price,mult,price,0.827,0.7211,9.9177,8.329,1.3566,-0.2321,1.5887,0.5572,-1.0315,1.5887,0.892,-0.019,,3,20.0,75.0
1W,simple,乙,"E=20,X=80,H=3",mult|price,mult,price,0.8268,0.7236,9.3929,7.9611,0.8318,-0.6,1.4318,0.0324,-1.3994,1.4318,0.637,-0.183,,3,20.0,80.0
1W,simple,乙,"E=20,X=85,H=3",mult|price,mult,price,0.8264,0.7267,9.3103,6.7376,0.7492,-1.8235,2.5727,-0.0502,-2.6229,2.5727,0.579,-0.906,,3,20.0,85.0
1W,simple,乙,"E=20,X=90,H=3",mult|price,mult,price,0.8293,0.7343,8.6099,6.9963,0.0488,-1.5648,1.6136,-0.7506,-2.3642,1.6136,0.166,-0.777,,3,20.0,90.0
1W,simple,乙,"E=20,X=95,H=3",mult|price,mult,price,0.8301,0.7388,8.5473,7.1856,-0.0138,-1.3755,1.3617,-0.8132,-2.1749,1.3617,0.111,-0.687,,3,20.0,95.0
1W,simple,乙,"E=25,X=50,H=3",mult|price,mult,price,0.8266,0.7126,8.5154,8.7187,-0.0457,0.1576,-0.2033,-0.8451,-0.6417,-0.2034,0.016,0.126,,3,25.0,50.0
1W,simple,乙,"E=25,X=55,H=3",mult|price,mult,price,0.826,0.7144,8.9314,8.5238,0.3703,-0.0373,0.4076,-0.4291,-0.8367,0.4076,0.251,0.033,,3,25.0,55.0
1W,simple,乙,"E=25,X=60,H=3",mult|price,mult,price,0.8296,0.7218,8.5691,8.5204,0.008,-0.0407,0.0487,-0.7914,-0.8401,0.0487,0.079,0.035,,3,25.0,60.0
1W,simple,乙,"E=25,X=65,H=3",mult|price,mult,price,0.8245,0.7167,8.672,8.3874,0.111,-0.1737,0.2847,-0.6884,-0.9731,0.2847,0.136,0.007,,3,25.0,65.0
1W,simple,乙,"E=25,X=70,H=3",mult|price,mult,price,0.822,0.7168,9.1832,8.6115,0.6221,0.0504,0.5717,-0.1773,-0.749,0.5717,0.462,0.119,,3,25.0,70.0
1W,simple,乙,"E=25,X=75,H=3",mult|price,mult,price,0.8278,0.7294,9.448,8.7061,0.8869,0.145,0.7419,0.0875,-0.6543,0.7418,0.622,0.17,,3,25.0,75.0
1W,simple,乙,"E=25,X=80,H=3",mult|price,mult,price,0.8276,0.7318,8.8294,8.2121,0.2684,-0.349,0.6174,-0.531,-1.1484,0.6174,0.308,-0.058,,3,25.0,80.0
1W,simple,乙,"E=25,X=85,H=3",mult|price,mult,price,0.8265,0.7339,8.8039,7.0127,0.2428,-1.5484,1.7912,-0.5566,-2.3478,1.7912,0.272,-0.764,,3,25.0,85.0
1W,simple,乙,"E=25,X=90,H=3",mult|price,mult,price,0.829,0.7408,8.3628,7.2071,-0.1983,-1.354,1.1557,-0.9977,-2.1534,1.1557,0.002,-0.673,,3,25.0,90.0
1W,simple,乙,"E=25,X=95,H=3",mult|price,mult,price,0.8293,0.7442,8.3389,7.4775,-0.2222,-1.0836,0.8614,-1.0216,-1.883,0.8614,-0.035,-0.533,,3,25.0,95.0
1W,simple,乙,"E=30,X=50,H=3",mult|price,mult,price,0.8295,0.7248,9.492,8.9925,0.9309,0.4315,0.4994,0.1315,-0.3679,0.4994,0.563,0.256,,3,30.0,50.0
1W,simple,乙,"E=30,X=55,H=3",mult|price,mult,price,0.8298,0.7276,9.4477,9.1415,0.8866,0.5804,0.3062,0.0872,-0.219,0.3062,0.538,0.344,,3,30.0,55.0
1W,simple,乙,"E=30,X=60,H=3",mult|price,mult,price,0.8328,0.7339,8.9757,9.0621,0.4146,0.501,-0.0864,-0.3848,-0.2984,-0.0864,0.305,0.307,,3,30.0,60.0
1W,simple,乙,"E=30,X=65,H=3",mult|price,mult,price,0.8287,0.7302,9.1151,8.7504,0.554,0.1893,0.3647,-0.2454,-0.6101,0.3647,0.386,0.19,,3,30.0,65.0
1W,simple,乙,"E=30,X=70,H=3",mult|price,mult,price,0.8295,0.7344,9.8818,8.5649,1.3207,0.0038,1.3169,0.5213,-0.7956,1.3169,0.878,0.084,,3,30.0,70.0
1W,simple,乙,"E=30,X=75,H=3",mult|price,mult,price,0.8343,0.7453,10.0411,8.8142,1.48,0.2531,1.2269,0.6806,-0.5463,1.2269,0.978,0.219,,3,30.0,75.0
1W,simple,乙,"E=30,X=80,H=3",mult|price,mult,price,0.8343,0.748,9.3107,8.4175,0.7496,-0.1436,0.8932,-0.0498,-0.9429,0.8931,0.589,0.039,,3,30.0,80.0
1W,simple,乙,"E=30,X=85,H=3",mult|price,mult,price,0.8329,0.7494,9.3074,7.5075,0.7463,-1.0536,1.7999,-0.053,-1.853,1.8,0.578,-0.523,,3,30.0,85.0
1W,simple,乙,"E=30,X=90,H=3",mult|price,mult,price,0.8348,0.755,8.7382,7.6384,0.1771,-0.9227,1.0998,-0.6223,-1.7221,1.0998,0.216,-0.453,,3,30.0,90.0
1W,simple,乙,"E=30,X=95,H=3",mult|price,mult,price,0.8363,0.7597,8.7365,7.9329,0.1754,-0.6282,0.8036,-0.624,-1.4276,0.8036,0.204,-0.289,,3,30.0,95.0
1W,simple,乙,"E=35,X=50,H=3",mult|price,mult,price,0.8275,0.7295,10.9391,9.158,2.378,0.5969,1.7811,1.5786,-0.2025,1.7811,1.364,0.335,,3,35.0,50.0
1W,simple,乙,"E=35,X=55,H=3",mult|price,mult,price,0.8288,0.7337,10.8802,9.452,2.3191,0.8909,1.4282,1.5197,0.0915,1.4282,1.332,0.503,,3,35.0,55.0
1W,simple,乙,"E=35,X=60,H=3",mult|price,mult,price,0.8313,0.739,10.1241,9.34,1.563,0.7789,0.7841,0.7636,-0.0204,0.784,0.959,0.447,,3,35.0,60.0
1W,simple,乙,"E=35,X=65,H=3",mult|price,mult,price,0.8305,0.7409,10.2199,9.1345,1.6588,0.5734,1.0854,0.8594,-0.226,1.0854,1.014,0.39,,3,35.0,65.0
1W,simple,乙,"E=35,X=70,H=3",mult|price,mult,price,0.8307,0.744,11.0735,9.4427,2.5124,0.8816,1.6308,1.713,0.0822,1.6308,1.537,0.565,,3,35.0,70.0
1W,simple,乙,"E=35,X=75,H=3",mult|price,mult,price,0.8358,0.754,11.4655,9.5976,2.9044,1.0365,1.8679,2.105,0.2371,1.8679,1.773,0.652,,3,35.0,75.0
1W,simple,乙,"E=35,X=80,H=3",mult|price,mult,price,0.836,0.757,10.7081,9.1722,2.147,0.6111,1.5359,1.3476,-0.1883,1.5359,1.389,0.466,,3,35.0,80.0
1W,simple,乙,"E=35,X=85,H=3",mult|price,mult,price,0.8353,0.7592,10.6611,8.2156,2.1,-0.3455,2.4455,1.3006,-1.1448,2.4454,1.379,-0.123,,3,35.0,85.0
1W,simple,乙,"E=35,X=90,H=3",mult|price,mult,price,0.8367,0.7641,9.8999,8.2618,1.3388,-0.2993,1.6381,0.5394,-1.0987,1.6381,0.93,-0.096,,3,35.0,90.0
1W,simple,乙,"E=35,X=95,H=3",mult|price,mult,price,0.8391,0.7699,9.5633,8.5211,1.0022,-0.04,1.0422,0.2028,-0.8394,1.0422,0.726,0.058,,3,35.0,95.0
1W,simple,乙,"E=40,X=50,H=3",mult|price,mult,price,0.8307,0.741,10.442,9.1672,1.8809,0.6061,1.2748,1.0815,-0.1933,1.2748,1.116,0.331,,3,40.0,50.0
1W,simple,乙,"E=40,X=55,H=3",mult|price,mult,price,0.8342,0.7478,10.4462,9.2282,1.8852,0.6671,1.2181,1.0858,-0.1323,1.2181,1.094,0.378,,3,40.0,55.0
1W,simple,乙,"E=40,X=60,H=3",mult|price,mult,price,0.8375,0.754,9.7201,9.1636,1.159,0.6025,0.5565,0.3596,-0.1968,0.5564,0.728,0.348,,3,40.0,60.0
1W,simple,乙,"E=40,X=65,H=3",mult|price,mult,price,0.8363,0.7552,9.8722,9.0191,1.3112,0.458,0.8532,0.5118,-0.3414,0.8532,0.811,0.318,,3,40.0,65.0
1W,simple,乙,"E=40,X=70,H=3",mult|price,mult,price,0.8358,0.7572,10.8093,9.3989,2.2482,0.8378,1.4104,1.4488,0.0384,1.4104,1.391,0.542,,3,40.0,70.0
1W,simple,乙,"E=40,X=75,H=3",mult|price,mult,price,0.8423,0.7686,11.2198,9.7503,2.6587,1.1892,1.4695,1.8593,0.3899,1.4694,1.642,0.752,,3,40.0,75.0
1W,simple,乙,"E=40,X=80,H=3",mult|price,mult,price,0.8431,0.7723,10.6235,9.5804,2.0624,1.0193,1.0431,1.2631,0.2199,1.0432,1.348,0.714,,3,40.0,80.0
1W,simple,乙,"E=40,X=85,H=3",mult|price,mult,price,0.8437,0.7759,10.6198,8.7547,2.0587,0.1936,1.8651,1.2593,-0.6058,1.8651,1.365,0.191,,3,40.0,85.0
1W,simple,乙,"E=40,X=90,H=3",mult|price,mult,price,0.8453,0.7804,10.1975,8.8992,1.6364,0.3381,1.2983,0.837,-0.4613,1.2983,1.12,0.293,,3,40.0,90.0
1W,simple,乙,"E=40,X=95,H=3",mult|price,mult,price,0.8477,0.7859,9.8984,9.184,1.3373,0.6229,0.7144,0.5379,-0.1765,0.7144,0.939,0.478,,3,40.0,95.0
1W,simple,甲,"N=1,H=4",mult|price,mult,price,0.9362,0.5538,8.1688,9.475,-0.3923,0.9139,-1.3062,-1.1916,0.1145,-1.3061,0.166,0.636,1.0,4,,
1W,simple,甲,"N=2,H=4",mult|price,mult,price,0.8895,0.6017,11.1074,11.0205,2.5463,2.4595,0.0868,1.747,1.6601,0.0869,1.316,1.305,2.0,4,,
1W,simple,甲,"N=3,H=4",mult|price,mult,price,0.8704,0.6744,10.6522,10.9148,2.0911,2.3537,-0.2626,1.2917,1.5543,-0.2626,1.275,1.418,3.0,4,,
1W,simple,乙,"E=5,X=50,H=4",mult|price,mult,price,0.8397,0.7188,9.7101,9.6149,1.149,1.0538,0.0952,0.3497,0.2544,0.0953,0.696,0.61,,4,5.0,50.0
1W,simple,乙,"E=5,X=55,H=4",mult|price,mult,price,0.8389,0.7195,10.0643,9.9266,1.5032,1.3655,0.1377,0.7039,0.5661,0.1378,0.88,0.779,,4,5.0,55.0
1W,simple,乙,"E=5,X=60,H=4",mult|price,mult,price,0.8392,0.7223,9.961,9.5406,1.3999,0.9795,0.4204,0.6005,0.1801,0.4204,0.864,0.583,,4,5.0,60.0
1W,simple,乙,"E=5,X=65,H=4",mult|price,mult,price,0.8387,0.7234,10.2515,9.2155,1.6904,0.6544,1.036,0.891,-0.145,1.036,1.021,0.464,,4,5.0,65.0
1W,simple,乙,"E=5,X=70,H=4",mult|price,mult,price,0.8382,0.7249,10.1297,9.9387,1.5686,1.3776,0.191,0.7693,0.5782,0.1911,0.97,0.852,,4,5.0,70.0
1W,simple,乙,"E=5,X=75,H=4",mult|price,mult,price,0.8426,0.7334,9.7838,9.9706,1.2227,1.4095,-0.1868,0.4233,0.6101,-0.1868,0.785,0.871,,4,5.0,75.0
1W,simple,乙,"E=5,X=80,H=4",mult|price,mult,price,0.8437,0.7379,9.4794,9.9775,0.9184,1.4164,-0.498,0.119,0.617,-0.498,0.613,0.877,,4,5.0,80.0
1W,simple,乙,"E=5,X=85,H=4",mult|price,mult,price,0.8446,0.7418,9.7265,8.9838,1.1654,0.4227,0.7427,0.366,-0.3767,0.7427,0.743,0.328,,4,5.0,85.0
1W,simple,乙,"E=5,X=90,H=4",mult|price,mult,price,0.8435,0.744,8.6033,8.0903,0.0422,-0.4708,0.513,-0.7571,-1.2702,0.5131,0.127,-0.184,,4,5.0,90.0
1W,simple,乙,"E=5,X=95,H=4",mult|price,mult,price,0.8386,0.7403,8.3935,8.4392,-0.1676,-0.1219,-0.0457,-0.967,-0.9213,-0.0457,-0.009,0.014,,4,5.0,95.0
1W,simple,乙,"E=10,X=50,H=4",mult|price,mult,price,0.8289,0.7109,9.9823,8.8862,1.4212,0.3251,1.0961,0.6218,-0.4743,1.0961,0.861,0.227,,4,10.0,50.0
1W,simple,乙,"E=10,X=55,H=4",mult|price,mult,price,0.8266,0.7099,10.5992,9.0054,2.0381,0.4443,1.5938,1.2388,-0.3551,1.5939,1.198,0.292,,4,10.0,55.0
1W,simple,乙,"E=10,X=60,H=4",mult|price,mult,price,0.8261,0.7113,10.7742,9.3412,2.2131,0.7801,1.433,1.4137,-0.0193,1.433,1.339,0.482,,4,10.0,60.0
